word,ham,spam
moment,8,0
moments,3,0
moms,4,0
mon,7,0
monday,8,0
mone,1,0
moneY,1,0
money,53,3
money.i,1,0
monkey,1,0
monkeys,2,0
mono,0,2
monos,0,1
monster,1,0
month,30,3
month.not,1,0
monthly,2,0
months,7,3
mood,8,0
moon,3,0
more,75,20
moreFrmMob,0,2
morn,3,0
mornin,2,0
morning,65,0
morning.take,1,0
morphine,3,0
moseley,1,0
most,22,2
mostly,1,0
mother,4,0
motherfucker,1,0
motivating,1,0
motive,1,0
motor,1,0
motorola,2,0
mountain,1,0
mouse,1,0
mouth,2,0
move,11,0
moved,3,0
moves,2,0
movie,18,1
movies,8,0
moving,2,0
mp3,2,0
mr,6,0
mre,0,1
mrng,13,0
mrt,9,0
ms,1,0
msg,49,20
msg+ticket,0,1
msg/subscription,0,1
msging,3,0
msgrcvd18+,0,1
msgs,8,5
msn,2,0
mt,3,0
mth,1,0
mths,1,4
mtnl,1,0
mu,14,0
much,102,1
much.i,1,0
much/impede,1,0
muchand,1,0
mudyadhu,1,0
mufti,1,0
muht,1,0
multimedia,1,0
multis,1,0
mum,11,0
mumHas,1,0
mumbai,1,0
mummy,4,0
mundhe,1,0
murali,1,0
murder,6,0
murdered,4,0
murderer,7,0
mus,1,0
mush,1,0
mushy,1,0
music,3,7
musical,1,0
must,18,2
musthu,2,0
mustprovide,0,1
mutai,1,0
mutations,1,0
muz,7,0
mw,1,0
my,625,10
my-tone.com/enjoy,0,1
mylife,1,0
mymoby,0,1
myparents,1,0
mys,1,0
myself,9,0
n,136,9
n't,348,16
n8,1,0
n=QJKGIGHJJGCBL,0,1
na,92,10
na-tuition,3,0
naal,1,0
nachos,1,0
nag,2,0
nagar,2,0
nahi,2,0
nails,1,0
naked,2,1
nalla,2,0
nalli,1,0
name,32,8
name.my,1,0
named,2,0
names,1,2
nammanna,1,0
nan,1,0
nange,1,0
nanny,1,0
nannys,1,0
nap,3,0
narcotics,1,0
naseeb,1,0
nasty,1,1
nat,0,3
national,0,7
nattil,1,0
natural,2,0
nature,2,0
natwest,1,0
naughty,6,0
nauseous,1,0
nav,1,0
navigate,1,0
nb,2,0
nd,2,0
ne,3,0
near,6,0
nearby,1,0
nearer,1,0
nearly,3,1
necesity,1,0
necessarily,2,0
necessary,2,0
necessity,1,0
neck,2,0
necklace,2,0
ned,2,0
need,144,7
needa,1,0
needed,3,0
needed.Salary,1,0
needing,1,0
needle,1,0
needs,14,1
needy,1,0
neekunna,1,0
negative,1,0
neglect,1,0
neglet,1,0
neighbor,1,0
neighbors,1,0
neither,1,0
nelson,1,0
nervous,1,0
net,8,0
netflix,1,0
netvision.uk.com,0,1
network,4,22
networks,0,2
neva,12,0
nevamind,1,0
never,31,1
nevering,1,0
nevr,1,0
new,47,42
newest,0,3
news,8,7
news.By,1,0
newscaster,1,0
newspapers,1,0
next,45,14
ni8,14,0
ni8.swt,1,0
nice,42,0
nichols,1,0
nicky,1,0
nig,1,0
nigeria,5,0
night,97,6
night.nobody,1,0
nighters,1,0
nightnight,1,0
nights,4,1
nigpun,1,0
nigro,1,0
nike,1,0
ninish,1,0
nino,1,0
nipost,1,0
nit,2,0
nite,15,0
nitro,1,0
nitros,2,0
nitz,1,0
njan,1,0
nmde,1,0
no,140,19
nobbing,1,0
nobody,6,0
noe,20,0
noise,1,0
noisy,1,0
noim,1,0
nokia,2,4
nokias,0,1
noline,0,5
non,1,0
noncomittal,1,0
none,6,0
nonetheless,1,0
noon,11,0
nor,1,0
nora,1,0
nordstrom,1,0
norm,1,2
norm150p/tone,0,6
normal,7,0
normally,2,0
north,1,0
northampton,2,0
nos,1,1
nose,1,0
nosh,1,0
nosy,1,0
not,358,21
note,4,0
notebook,1,0
notes,1,0
nothin,1,0
nothing,17,2
notice,4,3
notifications,0,1
notified,0,1
notixiquating,1,0
notxt.co.uk,0,2
noun,2,0
novelty,1,0
now,261,138
now.i,2,0
now.onion,1,0
nowadays,1,0
nt,10,0
nt.swt,1,0
nte,1,0
ntwk,0,4
nuclear,1,0
nudist,1,0
nuerologist,1,0
num,6,0
number,61,28
number.pls,1,0
numbers,4,9
nursery,1,0
nurses,1,0
nus,1,0
nusstu,1,0
nuther,2,0
nvm,2,0
nw,4,0
nxt,7,0
nyc,4,0
nydc,2,0
nyt,12,1
nz,1,0
nìte,1,0
o,10,0
o2.co.uk/games,0,2
o=44345,0,1
oath,1,0
obedient,1,0
obese,1,0
obey,1,0
objection,1,0
oblisingately,1,0
oblivious,1,0
obviously,4,0
occasion,1,0
occupied,1,0
occupy,2,0
occur,1,0
occurs,1,0
oclock,1,0
october,1,0
odalebeku,1,0
odi,2,0
of,505,93
off,53,4
offc,1,0
offcampus,1,0
offdam,1,0
offense,1,0
offer,7,11
offered,1,0
offering,0,1
offers,1,13
office,29,0
office.thenampet,1,0
officer,1,0
official,1,5
officially,2,0
offline,1,0
ofice,2,0
often,3,0
of£2000,0,2
oga,1,0
ogunrinde,1,0
oh,30,0
oil,2,0
ok,115,3
ok.,7,0
ok.varunnathu,1,0
okay,14,0
okday,1,0
okie,3,0
okmail,0,1
ola,1,0
olage,1,0
olave,1,0
olayiwola,1,0
old,15,2
ollu.but,1,0
olowoyey,1,0
olympics,0,1
omw,6,0
on,365,139
on-edge,1,0
once,24,0
ondu,1,0
one,150,5
ones,7,2
oni,4,0
online,23,0
onluy,1,0
only,117,58
only.don,1,0
onto,0,5
onwards,3,0
onwords,1,0
open,15,1
opened,1,0
opener,1,0
openin,1,0
opening,2,0
openings,1,0
operate,1,0
operator,0,15
opinion,7,0
opinions,1,1
opponenter,1,0
opportunity,3,0
opportunity.all,1,0
opportunity.pls,1,0
opposed,1,0
opposite,1,0
opps,1,0
opt,0,10
opted,1,0
optimistic,1,0
optin,0,1
option,3,0
optout,0,1
or,191,185
or2optout/HV9D,0,1
or2stoptxt,0,3
oral,1,0
orange,3,2
orc,1,0
orchard,10,0
order,7,11
ordered,1,3
ore,1,0
oredi,15,0
oreo,2,0
organise,1,0
orig,0,2
original,1,4
orno,0,1
ors,1,0
ortxt,1,0
oru,1,0
os,2,0
oscar,1,0
oso,23,0
other,48,3
others,8,0
otherwise,4,0
othrs,1,0
otside,2,0
ou,0,1
ouch,1,0
our,52,76
ours,1,0
out,207,47
outage,1,0
outages,1,0
outbid,0,1
outdoors,1,0
outfit,1,0
outfor,1,0
outgoing,0,1
outrageous,1,0
outreach,1,0
outs,1,0
outside,15,0
outsider,1,0
outstanding,3,0
outta,4,0
ovarian,1,0
over,50,9
overa,1,0
overdid,1,0
overemphasise.or,1,0
overheating,1,0
overtime,1,0
ovr,1,0
ovulate.when,1,0
ovulation,2,0
ow,1,0
owe,1,0
owed,1,0
owl,1,0
own,11,0
owned,1,0
owns,2,0
owo,1,0
oxygen,1,0
oyster,1,0
oz,2,0
p,0,2
pa,20,0
pa.,5,0
paces,1,0
pack,3,0
pack.also,1,0
package,2,1
packing,1,0
packs,0,2
padhe.g.m,1,0
page,6,1
pages,4,0
pai,1,0
paid,6,1
pain,23,0
pain.it,1,0
painful,2,0
paining,1,0
painting,2,0
pairs,1,0
pale,2,0
palm,1,0
pan,2,0
panalam,1,0
panic,2,0
panicks,1,0
panren,1,0
panties,1,0
pants,1,0
pap,2,0
papa,1,0
paper,11,0
papers,2,0
paperwork,2,0
paracetamol,1,0
parachute,1,0
parade,1,0
paragon,2,0
paragraphs,1,0
paranoid,1,0
parantella,1,0
parchi,1,0
parco,2,0
parent,2,0
parents,7,0
parish,1,0
park,10,0
park.6ph,1,0
parked,3,0
parkin,1,0
parking,3,0
part,19,10
participate,1,0
particular,1,0
particularly,1,0
parties,0,1
partner,0,5
partnership,2,0
parts,1,0
party,11,0
paru,1,0
pases,1,0
pass,5,4
pass.They,1,0
passable,1,0
passed,4,0
passes,0,1
passion,0,1
passionate,4,0
passport,1,0
password,4,3
past,7,0
pataistha,1,0
patent,1,0
path,1,0
paths,1,0
patients,1,0
pattern,2,0
patty,2,0
pause,0,1
pay,30,1
payasam,1,0
payback,1,0
payed,1,0
paying,7,1
payment,2,0
payments,1,0
payoh,3,0
paypal,1,0
pc,2,1
pdate_Now,0,1
peace,2,0
peaceful,1,0
peak,0,2
pears,1,0
pee,1,0
peeps,1,0
pehle,1,0
pei,1,0
pen,1,0
pence,0,3
pendent,1,0
pending,2,0
pending.i,1,0
penis,2,0
people,45,3
peoples,1,0
per,11,46
percent,1,0
percentages,1,0
perf,1,0
perfect,3,1
perform,1,0
performance,1,0
performed,1,0
perfume,1,0
perhaps,1,0
period,3,0
permanent,1,0
permission,1,0
permissions,1,0
perpetual,1,0
persevered,1,0
person,35,1
person.Meet,1,0
person2die,1,0
personal,4,2
personally,1,0
persons,7,0
perspective,1,0
perumbavoor,1,0
pesky,1,0
petrol,1,0
pg,3,0
ph,1,0
ph:08700435505150p,0,1
phasing,1,0
phd,1,0
phews,1,0
philosophical,1,0
philosophy,3,0
phne,3,0
phone,79,33
phone750,0,1
phonebook,1,0
phoned,2,0
phones,1,12
photo,4,3
photos,5,0
photoshop,1,0
phrase,1,0
physics,1,0
piah,1,0
pic,5,8
pick,65,0
picked,4,4
picking,12,0
pickle,2,0
pics,6,10
picture,2,1
pictures,5,0
pie,3,0
piece,2,0
pieces,3,0
pierre,1,0
pig,4,0
pilates,5,0
pile,1,0
pillows,1,0
pimples,2,0
pin,3,0
pink,1,0
pints,1,0
pisces,1,0
piss,1,0
pissed,5,0
pix,4,0
pixels,1,0
pizza,8,0
place,54,5
place.No,1,0
placed,1,0
placement,2,0
places,5,0
plaid,1,0
plan,32,0
plane,5,0
planet,1,0
planet.I,1,0
planned,7,0
planning,8,0
plans,11,0
plate,1,0
play,20,11
played,2,2
player,2,10
player.why,1,0
players,7,0
playing,5,0
playng,1,0
plaza,2,0
pleasant,1,0
please,43,18
pleased,3,3
pleasure,4,0
pleasured,1,0
plenty,6,0
plm,2,0
ploughing,1,0
pls,50,7
plum,1,0
plumbers,1,0
plumbing,1,0
plural,1,0
plus,8,5
plz,17,0
pm,11,2
pmt,1,0
po,2,1
pocay,1,0
pocked,1,0
pockets,1,0
pocy,1,0
poem,2,0
poet,1,0
point,12,0
points,4,13
poker,2,0
poking,1,0
pole,1,1
police,1,0
politicians,2,0
poly,0,8
poly/true/Pix/Ringtones/Games,0,1
polyH,0,2
polyPH,0,1
polypH,0,2
polyphonic,0,1
polys,0,6
pongal,5,0
ponnungale,1,0
poo,1,0
pooja,1,0
pookie,1,0
pool,2,0
poop,1,0
poor,8,0
poorly,1,0
poortiyagi,1,0
pop,3,0
popcorn,1,0
popped,3,0
popping,1,0
porn,0,1
porridge,1,0
port,1,0
portal,1,0
portege,1,0
posh,0,1
posible,1,0
position,2,0
positions,1,0
positive,1,0
possession,3,0
possessive,1,0
possessiveness,1,0
possibility,1,0
possible,9,0
possibly,1,0
post,15,2
postal,1,0
postcode,0,3
posted,6,0
posting,1,0
postponed,1,0
posts,1,1
potato,1,0
potential,2,1
pouch,2,0
pound,2,2
pounded,1,0
pounds,2,17
poured,1,0
pours,2,0
pouts,3,0
power,6,0
powerful,1,0
ppl,4,0
pple,5,0
ppm,0,4
ppm150,0,1
ppt150x3+normal,0,1
prabha,2,0
pract,1,0
practical,2,0
practice,4,0
practicing,2,0
practicum,1,0
practising,1,0
praises,1,0
prakasam,1,0
prakasamanu,1,0
praps,1,0
prasad,1,0
pray,7,0
prayers,1,0
praying,2,0
praying.will,1,0
pre,1,0
pre-book,0,1
predict,1,0
predicting,1,0
prediction,1,0
predictive,1,0
prefer,3,0
preferably,4,0
prem,0,1
premium,0,2
prepaid,2,0
prepare,1,0
prepared,2,0
prepayment,0,2
preponed,1,0
prescribed,1,0
prescripiton,0,1
prescription,2,0
presence,0,1
present,7,0
presents,1,0
presnts,1,0
press,2,0
pressies,1,0
pressure,1,0
prestige,1,0
pretend,1,0
pretsorginta,1,0
pretsovru,1,0
pretty,15,0
prevent,1,0
previews,1,0
previous,2,1
previously,0,3
prey,2,0
price,7,11
prices,1,0
pride,1,0
priest,1,0
prin,1,0
prince,2,0
princes,1,0
princess,28,0
print,2,0
printed,2,0
printing,1,0
prior,1,0
priority,1,0
priscilla,2,0
privacy,1,0
private,1,2
prix,1,0
priya,1,0
prize,0,73
prize.To,0,1
prizes,0,2
prizesWith,0,1
prob,16,0
probably,25,0
problem,35,0
problem-free,1,0
problem.i,1,0
problematic,1,0
problems,6,0
problum,1,0
probs,2,0
process,4,0
process.Excellent,1,0
process.networking,1,0
processed,1,1
prods,0,1
products,1,0
professional,0,1
professors,2,0
profile,1,0
profiles,1,0
profit,1,3
program,2,0
programs,1,0
progress,1,0
project,14,0
projects,1,0
prolly,3,0
prometazine,1,0
prominent,1,0
promise,9,0
promised,0,1
promises,3,0
promoting,1,0
promptly,1,0
prompts,0,2
prone,1,0
proof,3,0
proove,1,0
proper,1,0
properly,1,0
property,2,0
propose,2,0
propsd,2,0
pros,1,0
prospects,3,0
protect,2,0
prove,3,0
provided,0,1
provider,1,0
province,1,0
proze,0,1
prsn,1,0
ps3,1,0
pthis,1,0
pub,13,0
pub/cafe,1,0
public,4,0
publish,1,0
pubs,1,0
pudunga,1,0
pull,2,0
pulling,1,0
pulls,1,0
pump,1,0
punch,1,0
punish,1,0
punishment,1,0
punj,1,0
punto,1,0
puppy,1,0
pura,1,0
purchase,1,3
purchases,1,0
pure,1,0
purpose,0,4
purse,2,0
push,2,0
pushes,2,0
pussy,6,0
put,24,1
puts,1,0
puttin,1,0
putting,4,0
puzzeles,1,0
puzzles,1,0
p£3.99,0,2
qatar,3,0
qbank,1,0
qet,1,0
qi,1,0
qing,1,0
quality,5,2
quarter,1,0
queen,2,0
question,14,6
questioned,3,0
questions,6,5
quick,7,0
quickly,3,0
quiet,2,0
quit,4,0
quite,29,0
quitting,1,0
quiz,0,3
quizclub,0,1
quizzes,1,0
quote,3,1
quoting,0,5
r,101,12
racing,2,0
radiator,1,0
radio,3,1
raed,2,0
rael,2,0
raglan,1,0
rahul,1,0
raiden,1,0
railway,3,0
rain,7,0
raining,5,0
raise,4,0
raised,1,0
rajas,1,0
rajini,1,0
rakhesh,1,0
raksha,1,0
ralphs,1,0
ramen,1,0
ran,5,0
random,4,0
randomlly,1,0
randomly,1,2
randy,0,1
rang,2,0
range,2,0
raping,1,0
rate,2,19
rates,1,9
rather,7,0
ratio,1,0
rawring,1,0
rayan,1,0
rays,5,0
rcb.battle,1,0
rcd,0,1
rcv,0,2
rcvd,0,7
rd,5,0
rdy,1,0
re,12,9
re-met,1,0
re-schedule,0,2
re-send,1,0
re-sub,0,1
reLation,1,0
reach,24,5
reache,1,0
reached,10,0
reaching,9,0
reacting,1,0
reaction,1,0
read,8,1
readers,0,2
readiness,1,0
reading,9,0
ready,34,6
ready.all,1,0
real,22,9
realise,1,0
realised,1,0
realising,1,0
reality,1,0
realize,2,1
realized,3,0
realizes,1,0
really,72,1
realy,6,0
reapply,1,0
rearrange,1,0
reason,10,0
reasonable,2,0
reasons,4,0
reassurance,1,0
reassuring,1,0
reboot,2,0
rebooting,1,0
rebtel,1,0
rec,1,1
recd,0,3
receipt,2,3
receipts,1,0
receipts—well,1,0
receive,5,30
receivea,0,2
received,1,2
receiving,2,2
recent,0,3
recently,5,2
reception,1,0
recession,2,0
recharge,2,0
recharged,1,0
recieve,0,1
reckon,1,0
recognise,2,0
recognises,1,0
record,3,0
recorded,1,0
recorder,0,1
records,0,4
recount,1,0
recovery,2,0
recreation,1,0
recycling,1,0
red,6,0
redeemable,0,1
reduce,2,0
ree,0,1
ref,0,2
reference,4,3
references,1,0
referin,1,0
reffering,1,0
refilled,2,0
reflex,1,0
reformat,1,0
refreshed,1,0
refund,1,0
refunded.This,0,1
refused,0,3
reg,2,0
regard,0,1
regarding,3,0
regards,5,0
register,1,2
registered,4,3
registration,1,0
regret,3,0
regretted,1,0
regular,2,1
rejected,1,0
related,1,0
relation,4,0
relationship,1,0
relatives,2,0
relax,6,0
relaxing,1,0
released,3,1
reliant,1,0
relieved,1,0
religiously,1,0
relocate,1,0
reltnship,1,0
rem,5,0
remain,4,0
remains,3,0
remb,1,0
remember,26,0
remembered,2,0
remembr,1,0
remind,4,0
reminded,1,0
reminder,1,0
reminding,1,0
reminds,1,0
remixed,1,0
removal,0,2
remove,6,2
removed,1,1
renewal,1,1
renewed,0,1
renewing,0,1
rent,8,0
rental,0,9
renting,1,0
rentl,0,5
rents,1,0
repair,2,0
repairs,1,0
repeat,1,1
repeating,1,0
repent,1,0
replace,2,0
replacement,2,0
replacing,1,0
replied,5,1
replies,0,1
reply,33,58
reply-,1,0
reply.Be,1,0
replying,2,6
report,5,0
reppurcussions,1,0
representative,0,10
republic,1,0
request,7,1
requests,2,0
require,1,0
required,1,0
requirements,1,0
requires,1,0
research,4,0
resent,0,1
reservations,1,0
reserve,1,0
reserved,1,0
reserves,1,0
reset,1,0
residency,1,0
resizing,1,0
reslove,1,0
resolution,1,0
resolved,1,0
resort,1,0
respect,3,0
respectful,1,0
responce,3,0
respond,4,1
responding,2,1
response,2,1
responsibilities,1,0
responsibility,2,0
responsible,0,1
rest,11,0
restaurant,2,0
restock,1,0
restocked,1,0
restrict,1,0
restrictions,0,1
resubbing,1,0
resubmit,0,1
result,4,0
results,2,3
resume,2,0
resuming,1,0
retard,1,0
retired,1,0
retrieve,0,2
return,6,0
returned,3,0
returning,1,0
returns,5,0
reunion,1,0
reveal,0,8
revealed,0,5
revealing,1,0
review,2,4
revision,1,0
reward,0,8
rewarding,2,0
rhode,1,0
rhythm,2,0
rice,2,0
rich,3,0
riddance,1,0
ridden,1,0
ride,4,0
right,83,2
rightly,2,0
rights,2,0
riley,1,0
rimac,1,0
ring,13,1
ringing,1,0
ringtone,0,18
ringtone-get,0,2
ringtoneking,0,1
ringtoneking.co.uk,0,1
ringtones,0,4
rinu,1,0
rip,1,0
ripped,0,1
risk,1,0
risks,1,0
rite,17,0
ritten,1,0
river,2,0
road,8,0
roads,3,0
roast,3,0
rob,1,0
robinson,1,0
robs,1,0
rock,10,0
rocking,1,0
rocks,2,0
rofl,1,0
roger,1,0
role,6,0
roles,1,0
rolled,1,0
roller,1,0
romantic,2,0
ron,3,0
room,33,0
roomate,1,0
roommate,5,0
roommates,3,0
rooms,4,1
ros,1,0
rose,4,0
rough,1,0
round,7,1
rounder,1,0
rounds,1,0
route,1,0
row,3,1
rows,1,0
royal,2,0
rpl,0,1
rply,6,5
rr,1,0
rs,7,0
ru,5,0
rub,2,0
rubber,1,0
rude,1,3
rugby,1,0
ruin,2,0
ruining,2,0
rule,3,0
rules,1,0
rumbling,1,0
rummer,1,0
rumour,2,0
run,23,0
running,5,1
running.lets,1,0
runs,3,0
rupaul,1,0
rush,4,0
rushing,1,0
ryan,2,0
s,21,5
s.,1,0
s.nervous,1,0
sOOn,1,0
sabarish,1,0
sachin,2,0
sachin.just,1,0
sack,1,0
sacked,1,0
sacrifice,2,0
sad,15,0
safe,10,0
safely,1,0
safety,1,0
saibaba,1,0
said,81,0
sake,2,0
salary,4,0
sale,4,2
sales,1,0
sales/pee,1,0
salesman,1,0
salmon,1,0
salon,2,0
salt,1,0
samachara,1,0
samantha,1,0
sambar.life,1,0
same,39,0
samus,1,0
sandiago,1,0
sane,1,0
sang,0,1
sao,1,0
sapna,1,0
sar,1,0
sarasota,2,0
sarcasm,1,0
sarcastic,2,0
sariyag,1,0
sashimi,1,0
sat,24,0
satanic,1,0
sathy,1,0
sathya,2,0
satisfied,3,0
satisfy,0,2
satsgettin,1,0
saturday,9,1
saucy,0,3
save,6,1
saved,4,0
saves,1,0
savings,1,0
saw,22,0
say,83,1
say/ask,1,0
sayhey,1,0
sayin,1,0
saying,20,0
says,26,0
sayy,1,0
sc,1,0
scallies,0,1
scammers,0,1
scarcasim,1,0
scared,3,0
scary,2,0
scenario,1,0
scenery,1,0
sch,22,0
schedule,2,0
school,26,0
schools,1,0
science,1,0
scold,2,0
scorable,1,0
score,3,0
scores,1,1
scotland,2,0
scouse,1,0
scraped,1,0
scrappy,1,0
scratches,1,0
scratching,1,0
scream,6,0
screamed,2,0
screaming,6,0
screen,3,0
screwd,1,0
scrounge,2,0
scrumptious,1,0
sculpture,1,0
sd,1,0
sdryb8i,1,0
se,3,0
sea,15,0
search,15,0
searching,5,0
season,4,1
seat,3,0
sec,5,0
second,16,0
secondary,1,0
seconds,3,0
secret,5,8
secretary,2,0
secretly,0,2
secrets,1,0
secs,0,2
section,1,0
sections,1,0
secure,1,0
sed,5,0
see,117,9
seeds,0,2
seeing,13,0
seekers,1,0
seeking,1,0
seem,2,1
seemed,3,0
seems,9,0
seen,11,0
sef,1,0
seh,1,0
sehwag,1,0
seing,1,0
select,1,0
selected,4,25
selection,0,5
self,7,2
selfish,1,0
selflessness,1,0
sell,10,1
selling,4,1
sells,2,0
sem,2,0
semester,12,0
semi,1,0
semiobscure,1,0
sen,4,0
send,106,47
sending,9,2
senor,1,0
senrd-dnot,1,0
sense,7,0
senses.respect,1,0
sensible,1,0
sensitive,2,0
sent,53,10
sentence,3,0
senthil,1,0
senthil.hsbc,1,0
seperated,1,0
sept.,1,0
september,1,0
series,4,0
serious,5,0
seriously,8,0
served,1,0
server,1,0
service,2,49
services,1,12
serving,2,0
set,18,1
setting,2,0
settings,1,3
settle,3,0
settled,4,0
settling,1,0
seven,3,0
several,2,0
sex,1,6
sexiest,0,1
sextextuk.com,0,1
sexual,0,1
sexy,11,14
sh,1,0
sha,4,0
shade,1,0
shadow,1,0
shag,0,1
shagged,0,2
shakara,1,0
shake,1,0
shaking,1,0
shall,21,0
shame,3,0
shangela,1,0
shanghai,1,0
shaping,1,0
share,7,0
shared,2,0
sharing,1,0
shattered,1,0
shaved,1,0
shd,7,0
she,99,0
she.s,5,0
sheet,1,0
sheets,3,0
sheffield,1,0
shelf,2,0
shell,1,0
shelves,1,0
shes,1,0
shexy,1,0
shindig,1,0
shining,2,0
ship,2,0
shipped,2,0
shipping,3,0
shirt,4,0
shirts,3,0
shit,30,0
shite,1,0
shitload,2,0
shitstorm,1,0
shld,3,0
shldxxxx,1,0
shock,1,0
shocking,2,0
shoes,2,0
shoot,4,0
shop,14,1
shoppin,2,0
shopping,20,4
shore,2,0
short,6,0
shortage,3,0
shortcode,0,1
shorter,3,0
shortly,1,3
shorts,1,0
shot,2,1
should,81,1
shoulders,1,0
shouldn,1,0
shouted,3,0
shouting,1,0
shove,1,0
shoving,2,0
show,21,1
showed,1,0
shower,11,0
showered,1,0
showers,1,0
showing,7,0
showrooms,1,0
shows,5,31
shrek,1,0
shrink,1,0
shrub,1,0
shu,2,0
shud,1,0
shuhui,5,0
shun,1,0
shut,3,0
shy,1,1
si,1,0
sian,1,0
sic,0,1
sick,9,0
sickness,1,0
side,13,0
sigh,2,0
sighs,5,0
sight,7,0
sign,6,2
signal,1,0
significance,1,0
significant,1,0
signin,1,0
signing,2,0
siguviri,1,0
silence,2,0
silent,5,0
silently,2,0
silly,1,0
silver,2,0
sim,5,1
simonwatson5120,0,1
simple,12,1
simpler,2,0
simply,2,1
simulate,1,0
since,21,2
sing,3,1
singapore,1,0
singing,2,0
single,5,0
singles,0,4
sink,1,0
sip,1,0
sips,1,0
sir,19,0
sis,17,0
sister,14,0
sisters,1,0
sit,7,0
site,5,0
sitll,2,0
sitter,1,0
sittin,1,0
sitting,7,0
situation,6,0
situations,1,0
siva,1,0
six,1,1
size,2,0
sized,1,0
skateboarding,1,0
skills,0,1
skinny,1,0
skins,0,1
skint,1,0
skip,2,0
skirt,1,0
sky,1,0
skye,1,0
skype,4,0
skyped,2,0
skyving,1,0
slacking,1,0
slap,1,0
slave,8,0
sleep,54,0
sleepin,2,0
sleeping,17,0
sleeps,1,0
sleepy,2,0
slept,6,0
slice,2,0
slices,1,0
slide,1,0
sliding,1,0
slightly,2,0
slip,2,0
slippers,3,0
slippery,1,0
slo,0,1
slob-,1,0
slots,2,0
slovely,1,0
slow,10,0
slower,0,1
slowing,1,0
slowly,6,0
slowly.,4,0
slp,2,0
slurp,1,0
smacks,1,0
small,10,0
smaller,1,0
smart,2,2
smarter,1,0
smash,1,0
smashed,1,1
smear,1,0
smell,1,0
smells,1,0
smeone,2,0
smidgin,1,0
smile,33,0
smiled,1,0
smiles,5,0
smiling,17,0
smoke,18,0
smoked,1,0
smokes,4,0
smokin,1,0
smoking,3,0
smoothly,1,0
sms,12,6
sms-08718727870,0,2
sms.shsex.netUN,0,1
smsing,1,0
smth,16,0
sn,3,0
snake,3,0
snappy,0,1
snatch,1,0
sneham,1,0
snickering,1,0
snogs,2,0
snow,14,0
snowball,1,0
snowboarding,1,0
snowman,2,0
snuggles,1,0
so,297,24
so.so,1,0
soc,1,0
sochte,1,0
social,5,0
sofa,8,0
soft,3,0
software,3,0
soil,1,0
soiree,1,0
soladha,1,0
solihull,1,0
solve,1,0
solved,2,0
some,110,6
some1,5,0
somebody,7,0
someday,1,0
someone,44,7
someplace,1,0
somerset,1,0
sometext,1,0
somethin,4,0
something,63,0
sometime,3,0
sometime.Rakhesh,1,0
sometimes,3,0
sometme,1,0
somewhat,1,0
somewhere,10,0
somewhereSomeone,1,0
somone,1,0
somtimes,2,0
sonathaya,1,0
song,9,3
songs,4,0
sony,1,0
soo,1,0
soon,51,3
soon.xxx,1,0
sooner,4,0
sooo,1,0
soooo,1,0
sooooo,2,0
sophas,1,0
sore,4,0
sorrow,2,0
sorrows.I,1,0
sorry,41,0
sorry-i,1,0
sort,9,1
sorta,1,0
sorted,2,0
sorting,3,0
sorts,1,0
sory,3,0
soryda,3,0
soul,1,0
sound,10,1
sounds,5,1
soundtrack,0,1
soup,2,0
source,3,0
sources,1,0
south,7,0
southern,1,0
souveniers,1,0
space,5,0
spacebucks,1,0
spaces,1,0
spageddies,1,0
spanish,1,0
spare,2,0
spares,1,0
spark,1,0
sparkling,0,1
spatula,1,0
speak,12,6
speaking,1,0
special,34,6
special-call,0,8
specialisation,1,0
specialise,1,0
specially,0,9
specific,2,0
specify,1,0
specs,1,0
speechless,3,0
speed,2,1
speeding,2,0
speling,1,0
spell,3,0
spelled,1,0
spelling,1,0
spend,10,0
spending,3,0
spent,8,0
spice,1,0
spiffing,1,0
spile,2,0
spin,1,0
spirit,1,0
spiritual,1,0
spk,1,0
spl,1,0
splash,1,0
splendid,1,0
split,1,0
splleing,2,0
spoil,1,0
spoiled,2,0
spoilt,1,0
spoke,4,0
spoken,4,0
sponsors,1,0
spontaneously,1,0
spoon,1,0
sporadically,1,0
sport,1,4
sports,1,2
spot,1,0
spotty,1,0
spouse,1,0
spreadsheet,1,0
spree,0,7
spring,1,0
springs,1,0
spys,1,0
sq825,1,0
squatting,1,0
squeezed,1,0
squid,1,0
srs,1,0
srsly,1,0
srt,1,0
sry,2,0
st,7,0
stability,1,0
stable,1,0
stadium,0,1
staff,1,0
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,1,0
stage,1,0
stagwood,1,0
stairs,1,0
stalk,1,0
stalking,1,0
stamped,0,2
stamps,3,0
stand,8,0
standard,0,6
standing,3,0
stands,1,0
star,0,1
starer,1,0
staring,2,0
starring,1,0
stars,1,1
starshine,1,0
start,27,3
start.i,1,0
started,16,1
started.india,1,0
starting,5,3
starts,4,2
starve,1,0
starving,1,0
stash,1,0
stated,1,0
statement,1,0
statements,1,0
station,5,1
status,2,0
stay,18,3
stayed,2,0
stayin,2,0
staying,8,0
stays,2,0
std,0,9
steak,1,0
steal,1,0
stealing,1,0
steam,2,0
steamboat,1,0
steed,1,0
steering,1,0
step,4,0
steps,1,0
stereo,1,0
sterling,1,0
sterm,1,0
steve,2,0
steyn,1,0
sth,1,0
stick,2,0
sticky,1,1
stifled,1,0
still,133,7
still.maybe,1,0
